RegionName,RegionType,StateName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Mason City, IA",Msa,IA,100042.3333,99182.91667,99173.83333,100002.3333,102547.9167,104807.3333,108465.0833,112413,117618.25,121259.5
"Malone, NY",Msa,NY,81814.08333,80909.41667,82064.75,83462.41667,86513.5,90354.33333,95284.75,100800.75,107065.4167,112339.6667
"Winona, MN",Msa,MN,#DIV/0!,133472.3,133995.5833,140244.5,146943.4167,153416.6667,161052.3333,170634.5833,179828.3333,188123.8333
"Durango, CO",Msa,CO,335105.0833,326183.9167,329101.3333,348042.5833,376191.0833,383364.5,396000.25,411177.6667,423519.75,440117.1667
"Platteville, WI",Msa,WI,100117.9167,98167.91667,98116.91667,100117.5833,103291.1667,107303.5,112362.75,119267.4167,127027.4167,134374.1667
"Boone, NC",Msa,NC,244227.25,230019,225867.9167,225297.9167,229245.6667,236675.4167,244128.1667,248103.5,250669.0833,261741.5
"Bartlesville, OK",Msa,OK,93169.5,91604.66667,91239.16667,92158.58333,94231.25,98170.83333,97119.5,94228.33333,99658.41667,104063.5833
"Jacksonville, TX",Msa,TX,90205.58333,88584.5,89073.41667,92276.16667,98088.75,105118.5833,110379,115874.75,120389.3333,124822.25
"Elko, NV",Msa,NV,140392.9167,130139.5,135604.5,166296.5833,197129,220473.1667,243676.8333,268278.5,299627.75,310686.4167
"Rexburg, ID",Msa,ID,175725.8333,163313.1667,165953.0833,176548.5,186805.25,198068.4167,212710.4167,232813.75,259083.4167,281771.25
"St. Marys, GA",Msa,GA,147036.1667,136857.9167,131211.5833,136359.4167,144942.5,153495,161622.0833,168551,169647.5833,175617.0833
"Ozark, AL",Msa,AL,84208.83333,82355.83333,83280.83333,83746.33333,86863.16667,87034.58333,88177,89268.66667,92568.83333,95903.91667
"Amsterdam, NY",Msa,NY,92214.25,90993.16667,90608.66667,91929,94848.66667,98297.41667,102082.5,107079.9167,112050.1667,115985.9167
"Enterprise, AL",Msa,AL,#DIV/0!,#DIV/0!,115644.5714,115623.4167,120913.25,120379.0833,120011.5,122398.3333,127002.5833,131575.9167
"Paris, TX",Msa,TX,73610.91667,72639.91667,73698.08333,77007,82547.41667,86926.75,91536.33333,98092.41667,104698.6667,109205.5833
"Kerrville, TX",Msa,TX,200003.3333,196529.4167,198515.5,206490.75,220139.1667,233060.75,246316.4167,260360.75,273256.0833,284733.5833
"New Castle, IN",Msa,IN,81896,80320.66667,78544.25,77707.75,78818.25,80523.08333,81841.16667,85164.33333,90399.33333,96030.08333
"Sidney, OH",Msa,OH,115322.8333,112697.0833,113361,115212,118951.75,123670.1667,128839.75,135472,143569.0833,151976.3333
"Cortland, NY",Msa,NY,97999.91667,96047.58333,95755,97190.16667,100606.5,105809.6667,112169.25,118612.3333,125305.6667,130624.5
"Clinton, IA",Msa,IA,126592.75,127066.75,126619.0833,127295.0833,132772.9167,140239.8333,145786.5,151146.5833,156497.4167,161524.1667
"Del Rio, TX",Msa,TX,90816.33333,90029.91667,91185.75,94868.41667,100134.8333,106089.5833,111463.3333,117005.8333,120853.9167,126123.5833
"Clovis, NM",Msa,NM,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,148734.9167
"Norfolk, NE",Msa,NE,99453.41667,99090.16667,101293.75,104905.3333,109680.75,115525.0833,122455.3333,132381.5,142500.8333,151949
"Washington, NC",Msa,NC,128393.9167,119707.8333,116345.5833,115246.5833,116026.4167,120531.0833,125229.9167,130125.3333,135153.25,140536
"Corsicana, TX",Msa,TX,81734.08333,79684.41667,78811.16667,81808.25,87419.08333,92033.66667,96878.66667,102451.8333,107266.5,112525.9167
"Freeport, IL",Msa,IL,96282.75,90870.33333,88935.58333,88021.33333,90810.83333,89083.5,85222,84537.41667,86816.16667,90041.16667
"Starkville, MS",Msa,MS,154774,154308.9167,159278.75,163980.3333,158156.9167,161027.0833,164413.5,171125.25,172618.4167,176549.9167
"Burlington, IA",Msa,IA,81943.41667,82022.83333,80809.58333,82234.75,84703.83333,87933.33333,90768.33333,94886.83333,98067.33333,100643.5833
"Cadillac, MI",Msa,MI,84504.66667,80468.33333,82114.41667,85900.91667,91567.08333,95577.25,98968.58333,105159.4167,114397.75,124180.0833
"Ardmore, OK",Msa,OK,68357.83333,67548.75,69298.08333,71647.75,74737.83333,79217.91667,82640,85641.16667,86872.16667,90788.08333
"Kendallville, IN",Msa,IN,#DIV/0!,#DIV/0!,104537.3333,105118.6667,107506.9167,109580,115019.75,120948.4167,129479.9167,138782.5
"Nogales, AZ",Msa,AZ,105388.6667,96082.91667,100053.3333,112723.9167,121778.0833,129440.5833,137255.4167,145554.1667,153503.75,161331.25
"Oxford, MS",Msa,MS,159407.5,157238.8333,156530.5,156270.4167,158900.75,165032.6667,170764.4167,176062.0833,183925.8333,192997.75
"Bogalusa, LA",Msa,LA,90325.6,91141.25,93187.66667,94811.91667,96634.5,99706.25,99445.08333,102043.9167,101478,104929.0833
"Plymouth, IN",Msa,IN,124347.6667,122700.8333,122699.5,124420,127610.8333,132434.6667,135814.5833,140923.3333,148300.25,155560.75
"Gardnerville Ranchos, NV",Msa,NV,252242.25,224877.75,224226.5833,261247.25,300798.75,333523.75,360113.0833,390218.9167,434138.3333,469504.5
"Tahlequah, OK",Msa,OK,94457.66667,94701.25,94977.25,94865.83333,95463.91667,99290.66667,98651,100407.75,103625.75,106702.75
"Madisonville, KY",Msa,KY,80068.33333,73645.66667,72899.91667,72991.33333,73397,75491.33333,79003.83333,82742.66667,85942.83333,88925.08333
"Cañon City, CO",Msa,CO,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,226329.1667
"Ruston, LA",Msa,LA,125745.3333,120985.5833,123257.6667,124667.9167,128188.5833,134378.8333,139694.75,143957.0833,148716.6667,155509
"Hillsdale, MI",Msa,MI,90618.58333,89769.58333,89976.66667,96472,103451.1667,108565.3333,114378,121747.0833,129400.3333,136994.5
"Lewistown, PA",Msa,PA,#DIV/0!,#DIV/0!,81368,83092.25,84463.58333,85409.75,89996.16667,93679.91667,98316.25,103432.1667
"Rockingham, NC",Msa,NC,57835.83333,55968.75,55780.33333,56377.08333,57969,60034.16667,62857.33333,66895,71100,74483.66667
"Ponca City, OK",Msa,OK,53635.5,52973.25,53462.83333,54559.16667,56339.5,58187.83333,59354.41667,59896,61772.91667,64604.66667
"Blytheville, AR",Msa,AR,77702.41667,75969.16667,74906.75,76374.16667,74264.25,73321.91667,73768.91667,77688.25,82963.58333,88165.25
"Red Wing, MN",Msa,MN,181064.5833,172441.5,171248.5833,177581.5833,183595.9167,177495.6667,193622.4167,213583.4167,236154,234684.6667
"Shawano, WI",Msa,WI,133244.8333,129526.25,126098.3333,124764,125587.8333,128816.8333,133281.25,140212.9167,147866.5,155576.6667
"Cedar City, UT",Msa,UT,178210.0833,171968.25,166603.8333,176112,183194.8333,187594.5,193345.5833,203954.5833,219447.9167,235622.75
"Bedford, IN",Msa,IN,86587.5,84741.25,84996.08333,85660.58333,87364,90366.25,93216.16667,98087.75,105085.75,112776.8333
"Gillette, WY",Msa,WY,239079,233787.25,237589.6667,241450.5833,247153.0833,254338.5833,258375.6667,260527.8333,267504.75,273085.1667
"Newport, OR",Msa,OR,204654.6667,192446.25,192429.5,205828.8333,222990.25,240310.8333,250307.25,261556,286639.8333,305982.5
"Wapakoneta, OH",Msa,OH,111477.5,109489.3333,108154.9167,108544.6667,112545.5,118815,124538.8333,130794.4167,139031.4167,147596.5833
"Huntingdon, PA",Msa,PA,103201,101996.6667,101972.3333,103447.75,106382.25,109505.6667,113140.0833,117279.3333,123883.9167,129621
"Bellefontaine, OH",Msa,OH,109598.8333,106834.9167,104861.3333,105121,109364.6667,114398.4167,120022.9167,127419.0833,135539,144804.5833
"McAlester, OK",Msa,OK,77762.5,74058.33333,73770.5,75720.41667,76987.16667,78635,80572.5,81940.91667,85615.08333,86373.91667
"Blackfoot, ID",Msa,ID,#DIV/0!,#DIV/0!,#DIV/0!,138427,144878.5,155973.1667,168444.6667,185385.0833,208816.4167,228258.75
"Moultrie, GA",Msa,GA,66255.25,62557.91667,61035.91667,64441.83333,69757.08333,74663.75,79189.41667,84042.25,89635.58333,93590
"Henderson, NC",Msa,NC,82140.25,76987,71769,70680.41667,71165,72899.08333,76321.08333,78264.83333,81350.33333,85122.75
"Coldwater, MI",Msa,MI,80879.08333,79735,80059.83333,85039.33333,91483.58333,95141,99768.5,105654,113149.9167,119503.5
"Harrison, AR",Msa,AR,99268.75,98701,99104.5,100406.5833,101028.1667,103698.75,107375.3333,112318.3333,116793.9167,122313.25
"Rolla, MO",Msa,MO,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,133067.8571,137007.3333,141750.4167
"Shelbyville, TN",Msa,TN,113440.4167,110391.3333,109620.1667,110985.9167,114631.8333,119703.0833,126868.6667,137173.5833,160608.9167,171608.6667
"Duncan, OK",Msa,OK,65710.66667,65423.58333,67021.33333,69397.58333,72041,75099.08333,76861.75,79061.25,84194,86760.83333
"Marion, NC",Msa,NC,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,124701.4167,132728.25,137539.9167,146415.75
"Lewisburg, PA",Msa,PA,#DIV/0!,144260.5556,144021.8333,147097.4167,151474.25,155946,160731.5,165918.9167,173847.8333,183038.4167
"Pullman, WA",Msa,WA,170644.6667,154708.5833,158017.1667,172142.0833,185464.6667,201171.1667,221595.5,245031.1667,266085.25,280119.4167
"Thomasville, GA",Msa,GA,109791.1667,102543.8333,98771,102422.25,108792.0833,116021.9167,122201.8333,127695.6667,134586.4167,140362.5
"Bemidji, MN",Msa,MN,135980.25,119373.25,121454.75,131074.25,138983,144160.5,151409.1667,161072.25,171219.5,179246.4167
"Mount Sterling, KY",Msa,KY,93231.16667,87728.16667,88372.58333,89195,90292.08333,93827.5,97505.91667,101522.75,105739.4167,111055.4167
"Ottumwa, IA",Msa,IA,70429.91667,71216.83333,72336.83333,72819.33333,73537.25,77291.58333,79192.75,82181.08333,84046.33333,86746.41667
"Pahrump, NV",Msa,NV,142432.4167,124899.5833,122415.5833,141486.25,162598,177860.1667,186808.3333,193031.75,222883.5833,243930.5
"Menomonie, WI",Msa,WI,141010.0833,136297.75,133415.75,131776.25,132719.5833,138289.75,144228.6667,152232.8333,162817.75,172021.6667
"Selma, AL",Msa,AL,51998.25,47978.91667,46123.66667,46379.83333,49671.25,51823.83333,52858.91667,53304.41667,55380.33333,56228.33333
"Rock Springs, WY",Msa,WY,#DIV/0!,#DIV/0!,187678.75,194740.5833,201737.0833,209036.5,213791,213904.4167,219387.1667,228892.8333
"Bucyrus, OH",Msa,OH,#DIV/0!,71995.77778,72035.5,71745.41667,72818.16667,74284.66667,75454.16667,78319,81637.91667,85197.5
"Bradford, PA",Msa,PA,53894.83333,52742.58333,52401.25,53155.41667,54686.91667,56282.08333,58654.33333,61534.58333,65285.58333,69076.5
"Bardstown, KY",Msa,KY,126188.1667,120963,120105,121491.5,130019.9167,130620.75,136177.75,144765.4167,154119,163482.6667
"Cornelia, GA",Msa,GA,123976.75,115077.9167,108684.5,113885.3333,121992.5,129712,136210.3333,143239.8333,152312.6667,162829.6667
"Burley, ID",Msa,ID,114110.5,106712.75,108870.3333,116060.4167,123947.5,133019.75,143959.8333,159468,178798.5,195787.3333
"Greenwood, MS",Msa,MS,#DIV/0!,#DIV/0!,75813,74224.58333,72499,70937.5,72307.41667,75035.91667,78595,83170.33333
"Big Rapids, MI",Msa,MI,92694.08333,89878.33333,88983.16667,94226.5,100888.0833,105745.4167,111106.4167,117588.75,124729.6667,130980.75
"Poplar Bluff, MO",Msa,MO,98035.33333,96090.33333,95653.41667,96775.66667,99325.33333,102925.1667,106886,111123.4167,115240.6667,116862.5
"Muscatine, IA",Msa,IA,115926.8333,115206.4167,115632.0833,116379,117829.5,120754.5833,125291.4167,130325.3333,134058.4167,138229.1667
"Alma, MI",Msa,MI,67107.25,65661.33333,64335.25,67734.5,71137.66667,73063.33333,75574.66667,81343.66667,86961.91667,91566.41667
"Durant, OK",Msa,OK,84906.25,85139.16667,86940.41667,88732.91667,91338.41667,94230.5,97517.41667,101012.8333,106365.5833,112728.9167
"Seymour, IN",Msa,IN,107465.8333,105789.3333,106430.75,108047.6667,111388,115808.3333,119664.25,124789.0833,133032.25,141013.3333
"Douglas, GA",Msa,GA,81613.25,75999.66667,74017.33333,77825.91667,83526.25,88496.25,92273.16667,97005.5,102763.25,108008.5833
"Willmar, MN",Msa,MN,137148.5,131581.8333,133748.6667,139770.8333,146705.1667,153072.9167,160004.3333,169406.5,178872.6667,186927.1667
"Auburn, IN",Msa,IN,106185.25,104002.4167,104017.8333,104797.5833,106048.6667,110474.75,112450.9167,121367.5,127383.9167,139370.4167
"Sedalia, MO",Msa,MO,63381.83333,64048.25,69682.25,65100.41667,67627.08333,70258.33333,77691.41667,84476.5,88768.75,95306
"Paragould, AR",Msa,AR,86097.58333,85281,86489,87903.33333,89528.58333,91994.33333,95657.16667,100490.6667,105271.6667,110587.6667
"Wilmington, OH",Msa,OH,110966.5833,106961,105054.3333,104782.9167,106554.3333,109794.1667,113283.25,117958.8333,124515.6667,133295.25
"Lawrenceburg, TN",Msa,TN,83721.91667,81184.5,80877.16667,81735.16667,84910.75,88172.5,93214.16667,100434.5,107453,113155.1667
"Warren, PA",Msa,PA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,83354.81818,83273,85310.75,88587
"El Dorado, AR",Msa,AR,65352.16667,63219.08333,62890.16667,63549.91667,63855.16667,65817.16667,68069.91667,71150.5,74613.66667,78917.16667
"Mountain Home, AR",Msa,AR,111073.25,109496.3333,110970.6667,113150.9167,115494.8333,118981,121824.25,123694.3333,125303.6667,129799
"Cedartown, GA",Msa,GA,81643.33333,74684.33333,70999.08333,74590.58333,79297.25,83338.41667,87011.08333,90898.91667,97460.83333,105351.8333
"Port Clinton, OH",Msa,OH,141231.9167,137933.5,137467.0833,138009.6667,142814.1667,147476.6667,153074.25,159879.5833,167132.8333,175579.1667
"El Campo, TX",Msa,TX,99793.41667,97923.08333,98774.75,102545.8333,109653.25,118173.9167,124402.4167,131860.6667,137595.25,143940.5
"Montrose, CO",Msa,CO,193685.0833,188528.0833,189807.4167,199682,213266.1667,231148.75,245911.0833,258130.3333,271453.4167,282074.8333
"Ellensburg, WA",Msa,WA,219555.8333,205858.5,203577.4167,213326.3333,228507.5,244689.5,266397.0833,288896.5833,310127.3333,331123.9167
"Jacksonville, IL",Msa,IL,70288.25,68039.25,68269.16667,69224.75,72060.16667,75116.75,78811.66667,82273.83333,85507.58333,88765
"Sandpoint, ID",Msa,ID,253098.0833,232851.9167,234147.4167,243698.5833,256430.25,268967.0833,282601.5833,304739.6667,336481.5,365254
"Alice, TX",Msa,TX,71320.66667,70408.08333,70104.5,74233.83333,78632.83333,85032.5,89256.83333,95979.41667,97225.5,96663.91667
"Celina, OH",Msa,OH,108859.5833,107266.6667,107998.5833,111106.0833,117650.25,124891.75,131197.1667,139610.9167,149529.75,158713.75
"Garden City, KS",Msa,KS,112855.5833,112916.5833,115081.8333,117801.8333,122244.25,128722.0833,135616.5,146349.3333,155666,163713.9167
"Marshalltown, IA",Msa,IA,98464.58333,96536.83333,95537.08333,97115.08333,98559.83333,99727.41667,100727.9167,103308.3333,107627.6667,110673.4167
"Aberdeen, SD",Msa,SD,130145.6667,131260.6667,128653.4167,132142.3333,137886.8333,142410.0833,149611,158438.25,166275.5,172002.5833
"West Plains, MO",Msa,MO,96402.33333,94439.75,99503.5,100824.9167,101918.25,105284.8333,108998.5833,113611.1667,117951.1667,121916.4167
"Cullowhee, NC",Msa,NC,235953.6667,223901.5833,219032.5,217935.25,219685.1667,222845,224634.1667,228636.1667,237349.75,247814.3333
"Espa±ola, NM",Msa,NM,#DIV/0!,#DIV/0!,165735.0833,163528.8333,151080.9167,152026.8333,157743.6667,160145.5833,163988.25,169701.75
"Riverton, WY",Msa,WY,185149.1667,181800.9167,175237.8333,181463.8333,187544.75,194039.8333,197462.5,199272.6667,205740.25,214671.8333
"Tifton, GA",Msa,GA,96679.91667,91074.75,88588.75,92737.25,99354.25,106036.8333,113546.5833,121229.8333,128772.5,135432.6667
"Urbana, OH",Msa,OH,109374.5833,106154.8333,105477.9167,106324.75,109403.75,113365.8333,117988.5833,123639.75,132083.1667,140598
"Cambridge, OH",Msa,OH,74089.91667,73977.16667,75334.08333,79062.08333,79157.75,83134.5,88135.25,93620.16667,99260.83333,105638.75
"Okeechobee, FL",Msa,FL,135257.6667,126626.5,125995.4167,135998.9167,147551.6667,157519.4167,164849,172914.5,185269.5833,196170.75
"McMinnville, TN",Msa,TN,84784.16667,83000.83333,82646.5,83548.83333,86037.83333,89286.25,94229.58333,100770.8333,107847,115919.0833
"Selinsgrove, PA",Msa,PA,128293.25,126265.1667,126477.1667,127863.8333,131983.1667,138145.25,143223.75,151377.75,159970.8333,167590.5833
"Natchitoches, LA",Msa,LA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,154152,156275.5833,158756.3333,162127.1667,163307.25,169154.5
"Berlin, NH",Msa,NH,102661.75,101114.8333,99718.25,101170.0833,103745.25,107038.5833,109899.25,113503.3333,118772.0833,124073
"Lock Haven, PA",Msa,PA,109561.9167,101719.75,102831.3333,105356.8333,108723.75,112688.25,118334.1667,125805.75,133952.1667,140850
"Sikeston, MO",Msa,MO,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,104380.5,107561
"Austin, MN",Msa,MN,95002.33333,90543.66667,90243.75,94550.41667,98437.66667,102060.25,106274.5833,112305.3333,118306.4167,126128.3333
"Clewiston, FL",Msa,FL,92001.58333,84613.16667,83406.5,89300.66667,96889.83333,104198.6667,108411.0833,114206.8333,123710.4167,133101.5
"Pittsburg, KS",Msa,KS,71358.5,70476.08333,70560.66667,70891.83333,72932.58333,75289.25,77434,79913.75,81620.91667,83753.75
"Defiance, OH",Msa,OH,87109.41667,85801.16667,85539.08333,86919.83333,89768.25,93817.5,99039.41667,105474.25,113604.3333,121193.25
"Scottsbluff, NE",Msa,NE,96226,94806.08333,97185.08333,100144.9167,109442.4167,114723.0833,119308.5,125896,131851.25,138352.5
"Logansport, IN",Msa,IN,#DIV/0!,#DIV/0!,71818.25,71608.41667,71806.08333,73010.08333,74604.08333,77063.33333,81922.16667,86299.08333
"Pontiac, IL",Msa,IL,94928.75,92974,92949.5,93762.16667,97652.41667,100258.0833,101254.3333,101822.1667,104166.5,106974.5
"Hannibal, MO",Msa,MO,94247,92733.08333,91658.16667,91647.91667,93261.41667,98459.41667,104869.5833,111429.0833,117640.75,123341.9167
"Mount Vernon, IL",Msa,IL,72609.08333,71214,71984.41667,76930.75,82837.16667,89187.75,90603.33333,92842.91667,94672.41667,97492
"Houghton, MI",Msa,MI,94747.16667,91592.66667,96312.16667,98655.25,102926.75,105815.8333,109369.3333,115951.4167,121592.4167,126866.4167
"Union City, TN",Msa,TN,68006.66667,65806.66667,65093.33333,65498.83333,67246.58333,69331.66667,72350.66667,76342.83333,79747.16667,82474.58333
"Sault Ste. Marie, MI",Msa,MI,77241,75420.58333,76089.83333,85358.33333,91238.16667,95681.33333,98280,101874.0833,105406.9167,109350.5
"Vincennes, IN",Msa,IN,#DIV/0!,#DIV/0!,67166.83333,68871.58333,71187.08333,74339.58333,77338.58333,80559.75,85115.75,90027.58333
"Gainesville, TX",Msa,TX,119579.5833,117242.25,118903.5,124282.5833,131866,139970.9167,147951.25,157333.4167,166008.3333,173823.5
"Dyersburg, TN",Msa,TN,81340.25,78609.83333,77806.25,78608.5,80502.5,83444.91667,87048.41667,91455.5,96360.25,100250.0833
"Kill Devil Hills, NC",Msa,NC,332980.25,313697.3333,303240.5833,301109.75,303944.0833,307382.8333,312591,318939.9167,325575.5833,334232.9167
"Crawfordsville, IN",Msa,IN,101311.9167,99897.83333,99668.08333,100125.8333,101327.25,104655.6667,108816.9167,114661.3333,122682.1667,130172.6667
"Brownwood, TX",Msa,TX,76613.33333,75572.83333,77004,81060.08333,86828.83333,92362.08333,97465.16667,102527.6667,107419.0833,112466.9167
"Stephenville, TX",Msa,TX,114209.25,112903.5,114542.9167,118948.5,127990,137906.5,144846.1667,154186.9167,162812.4167,170063.25
"Americus, GA",Msa,GA,69064.25,63997.91667,62506.66667,65374.58333,69488.41667,74511.66667,78826,82070.91667,85567,88072.5
"Easton, MD",Msa,MD,288702.3333,275912.25,256444.9167,281948.5,283684.25,289421.9167,283352.5833,287056.4167,310026.5833,312356
"North Platte, NE",Msa,NE,112257.5,107245.0833,109563.4167,112974,117760.0833,124254.5833,131048.0833,139805.0833,147080.5,153879.3333
"Newberry, SC",Msa,SC,106548.75,103770.75,103690.0833,105659.25,109469.4167,115522.0833,121133.4167,126016.75,132801.8333,139338.4167
"Ada, OK",Msa,OK,83990.08333,82292.91667,81657.41667,82952,82123.83333,84539.66667,90624.58333,93399.75,98700,97107.16667
"Moscow, ID",Msa,ID,206438.6667,191197.75,197593.5,214476.6667,229957.5833,240369.8333,255707.1667,276614.9167,305051,328045.1667
"Safford, AZ",Msa,AZ,103320.5,93753.33333,98334.75,113414.1667,125019.75,135459.3333,148249.5833,160566.1667,170590,177093.0833
"Murray, KY",Msa,KY,103559.9167,104172.1667,104811.6667,106336.4167,109102.8333,114022.8333,118313.4167,123667.6667,129033.6667,134133
"Bennington, VT",Msa,VT,218695.1667,215516.75,213382.25,211443.1667,209388.3333,208746.6667,209044.25,211626.6667,216965.0833,225475.5
"Huntington, IN",Msa,IN,93940.16667,91879.83333,91272.08333,91608,92513.16667,95495.83333,98121.33333,103630.9167,111205.3333,117836.25
"Mayfield, KY",Msa,KY,79289.16667,78546.83333,78142.58333,78946.75,80810.58333,84678.33333,87988.91667,90964.66667,94775.25,99723.08333
"Escanaba, MI",Msa,MI,#DIV/0!,64350.6,67512.91667,72770.91667,78146.83333,82061.33333,84342.5,88881.33333,93540.91667,97007.83333
"Canton, IL",Msa,IL,62427.25,61011.91667,60796.66667,61136.5,63494.91667,65627.83333,68378.66667,70512.5,72639.25,74689.75
"Corinth, MS",Msa,MS,#DIV/0!,#DIV/0!,82818.75,82485.41667,84124.75,86855.33333,89617.91667,93090.83333,95757.75,99685.58333
"Astoria, OR",Msa,OR,252711,237607.6667,236181.5833,249820.3333,267305.9167,286818.1667,310331.4167,329916.6667,343908.3333,359604.8333
"Peru, IN",Msa,IN,73830.41667,72191.83333,71513.66667,71454.5,71765,73231.91667,74231.83333,75700.91667,81067.75,85804.16667
"Coshocton, OH",Msa,OH,82874,80575.25,79941.25,81478,84668,89001.16667,93504,98993.41667,105664.5833,112474.8333
"Newton, IA",Msa,IA,110427.9167,107932.0833,107369.1667,108530.75,110592.1667,117388.25,118218,121596.6667,124203.1667,128081.9167
"Logan, WV",Msa,WV,50013.33333,55935.91667,55798.83333,59367.25,59354.16667,61157.33333,62097.25,63506.25,66475.91667,69148.08333
"Bay City, TX",Msa,TX,100930.25,99272.83333,101511.3333,106986.5833,114744.6667,123556.8333,132372.75,141201.4167,147031.6667,152575.25
"Fremont, NE",Msa,NE,105485,103934,104592.75,106406,109362.5833,113516.0833,118104.6667,125610.8333,134074,142789.6667
"Hutchinson, MN",Msa,MN,145545.8333,136974.3333,133921.6667,137688.5833,142147.3333,146324.6667,152770.0833,162398.25,175219.3333,187928.0833
"Batesville, AR",Msa,AR,79082.58333,77019.16667,77610.5,78332.25,79361.5,80924.33333,83511.5,87465.41667,91494.41667,95850.25
"Owatonna, MN",Msa,MN,152382.75,146052.5833,145231.0833,151006.75,158279.3333,164675.3333,172541.6667,183297.5,194014.4167,203798.6667
"Vidalia, GA",Msa,GA,75796.25,70948.75,69054.41667,72412.58333,78164.5,82229.75,88301.83333,95502.75,103210.8333,109404.3333
"Summit Park, UT",Msa,UT,473011.25,494498.5,501943,531822.9167,578599.3333,616163.6667,656068,700142.75,734489.5833,784590.6667
"Arkansas City-Winfield, KS",Msa,KS,#DIV/0!,#DIV/0!,69930.16667,70432,70342.25,72296.16667,75730.75,77084.66667,78563.66667,80443.58333
"Laramie, WY",Msa,WY,199349.5,196811.75,201811,205338.25,211414.25,216617.5,221034.4167,223029.9167,230950.6667,243403.6667
"Plainview, TX",Msa,TX,60729.66667,59655.08333,60276.83333,62495.91667,66176.66667,70019,72954.66667,76210,79531.91667,82106.33333
"Big Spring, TX",Msa,TX,#DIV/0!,#DIV/0!,63358.66667,69215.41667,78326.5,87031.33333,88895,97891.08333,104374,110976.4167
"Laurinburg, NC",Msa,NC,70185.25,67903.41667,66165.25,66024.58333,67385.16667,69012.83333,70409.08333,71541.41667,74073.25,76481.58333
"Dixon, IL",Msa,IL,101712.6667,97218.83333,91126.83333,91068.66667,91961.66667,92290.41667,93282.58333,95316,98359.58333,100628.9167
"Alexandria, MN",Msa,MN,166932.5,154159.4167,154863.8333,162822.1667,171267.3333,179980.9167,189163.0833,202241.6667,215228.5,226972.25
"Newport, TN",Msa,TN,81256.25,79270.16667,80001.08333,81689.75,84478,87007.16667,91100.75,96434.16667,102984.1667,108221.75
"DeRidder, LA",Msa,LA,#DIV/0!,#DIV/0!,105145.5455,103831.5,102810.5,110338.9167,112963,114839.3333,116192.4167,120392.5
"Lebanon, MO",Msa,MO,102051.6667,99351.25,98646.08333,99767.91667,102574.25,107245.9167,112161,117632.4167,123539.4167,129920.5833
"Coffeyville, KS",Msa,KS,63697.22222,63987.5,62872.83333,63479.33333,63353.75,63653.66667,62027.16667,62580.08333,60935.66667,60240.75
"Seneca Falls, NY",Msa,NY,90952.5,88884.75,87848.5,89179.58333,92018.91667,96440.75,102057.9167,108910.5,116287.25,122482.6667
"Martin, TN",Msa,TN,73529.5,71833.16667,71938.33333,73052.08333,75993.08333,79234.66667,83716,88953.16667,95018.16667,97290.08333
"Susanville, CA",Msa,CA,114679,110955.25,117510.25,138138.75,155177.75,159748.1667,164407.6667,169036,173179.5833,174407.6667
"Brookhaven, MS",Msa,MS,#DIV/0!,#DIV/0!,#DIV/0!,91521,92079.66667,94459.16667,97815.66667,103151.0833,110888.6667,117659.3333
"Arcadia, FL",Msa,FL,89439.25,82650.75,81113.25,87303.33333,94375.83333,101540.25,106600.1667,114049.4167,123822.5,131980.6667
"Taylorville, IL",Msa,IL,64119.25,63745.41667,63197.41667,64087.33333,67141.16667,69960.08333,73452.08333,77668,81478.25,84513.66667
"Decatur, IN",Msa,IN,111921.1667,110047.8333,110060,111106.1667,112683,116463.3333,120883.6667,126587.25,136190.6667,144257.8333
"Junction City, KS",Msa,KS,#DIV/0!,#DIV/0!,135733.4167,136754.9167,136634.8333,137829.8333,140258.5833,142536.75,143015.3333,145231.3333
"Effingham, IL",Msa,IL,106702.3333,104589.3333,105132,109067.0833,116144.75,122669.6667,128781.1667,136039.4167,142815.9167,149425.25
"Valley, AL",Msa,AL,68247.08333,62765.75,59978.66667,56856.5,57694.83333,60120.08333,61916.91667,64166,66235.33333,68710.66667
"Butte, MT",Msa,MT,#DIV/0!,#DIV/0!,109674.5,112377.1667,116146.9167,119389.5833,123652.5,129473.9167,137666.3333,144419.4167
"Angola, IN",Msa,IN,137857.25,134928,133940.3333,135514.9167,138830.9167,143747.75,148723.75,156564.5833,166559.5,176148.5833
"Dodge City, KS",Msa,KS,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,106487.8333,110950.6667
